date,product_id,product_name,category,unit_price,quantity_sold,revenue,month,day_of_week
2025-04-22,E002,1 GANG Switch (KEVILTON),Electrical,320,23,7360,4,1
2025-04-22,E003,LED 9W pin (GREEN),Electrical,575,13,7475,4,1
2025-04-22,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,1
2025-04-22,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,4,1
2025-04-22,P002,Valve socket 1/2,Plumbing,40,12,480,4,1
2025-04-22,O001,Caltex 20W50,Oil,1200,5,6000,4,1
2025-04-23,E001,13A Plug base (ACL),Electrical,650,8,5200,4,2
2025-04-23,E002,1 GANG Switch (KEVILTON),Electrical,320,20,6400,4,2
2025-04-23,E003,LED 9W pin (GREEN),Electrical,575,17,9775,4,2
2025-04-23,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,2
2025-04-23,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,4,2
2025-04-23,P002,Valve socket 1/2,Plumbing,40,15,600,4,2
2025-04-23,P003,Elbow socket 1/2,Plumbing,40,12,480,4,2
2025-04-23,O001,Caltex 20W50,Oil,1200,8,9600,4,2
2025-04-24,E002,1 GANG Switch (KEVILTON),Electrical,320,13,4160,4,3
2025-04-24,E003,LED 9W pin (GREEN),Electrical,575,5,2875,4,3
2025-04-24,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,3
2025-04-24,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,4,3
2025-04-24,P002,Valve socket 1/2,Plumbing,40,20,800,4,3
2025-04-24,P003,Elbow socket 1/2,Plumbing,40,6,240,4,3
2025-04-24,O001,Caltex 20W50,Oil,1200,2,2400,4,3
2025-04-25,E001,13A Plug base (ACL),Electrical,650,11,7150,4,4
2025-04-25,E002,1 GANG Switch (KEVILTON),Electrical,320,20,6400,4,4
2025-04-25,E003,LED 9W pin (GREEN),Electrical,575,12,6900,4,4
2025-04-25,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,4,4
2025-04-25,P002,Valve socket 1/2,Plumbing,40,6,240,4,4
2025-04-25,P003,Elbow socket 1/2,Plumbing,40,21,840,4,4
2025-04-25,O001,Caltex 20W50,Oil,1200,6,7200,4,4
2025-04-26,E001,13A Plug base (ACL),Electrical,650,20,13000,4,5
2025-04-26,E002,1 GANG Switch (KEVILTON),Electrical,320,7,2240,4,5
2025-04-26,E003,LED 9W pin (GREEN),Electrical,575,18,10350,4,5
2025-04-26,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,4,5
2025-04-26,P002,Valve socket 1/2,Plumbing,40,20,800,4,5
2025-04-26,P003,Elbow socket 1/2,Plumbing,40,7,280,4,5
2025-04-26,O001,Caltex 20W50,Oil,1200,5,6000,4,5
2025-04-27,E001,13A Plug base (ACL),Electrical,650,19,12350,4,6
2025-04-27,E002,1 GANG Switch (KEVILTON),Electrical,320,16,5120,4,6
2025-04-27,E003,LED 9W pin (GREEN),Electrical,575,6,3450,4,6
2025-04-27,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,6
2025-04-27,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,4,6
2025-04-27,P003,Elbow socket 1/2,Plumbing,40,17,680,4,6
2025-04-28,E001,13A Plug base (ACL),Electrical,650,17,11050,4,0
2025-04-28,E002,1 GANG Switch (KEVILTON),Electrical,320,20,6400,4,0
2025-04-28,E003,LED 9W pin (GREEN),Electrical,575,6,3450,4,0
2025-04-28,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,0
2025-04-28,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,4,0
2025-04-28,P002,Valve socket 1/2,Plumbing,40,24,960,4,0
2025-04-28,P003,Elbow socket 1/2,Plumbing,40,13,520,4,0
2025-04-28,O001,Caltex 20W50,Oil,1200,2,2400,4,0
2025-04-29,E001,13A Plug base (ACL),Electrical,650,17,11050,4,1
2025-04-29,E002,1 GANG Switch (KEVILTON),Electrical,320,19,6080,4,1
2025-04-29,E003,LED 9W pin (GREEN),Electrical,575,18,10350,4,1
2025-04-29,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,1
2025-04-29,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,4,1
2025-04-29,P002,Valve socket 1/2,Plumbing,40,11,440,4,1
2025-04-29,P003,Elbow socket 1/2,Plumbing,40,22,880,4,1
2025-04-29,O001,Caltex 20W50,Oil,1200,5,6000,4,1
2025-04-30,E001,13A Plug base (ACL),Electrical,650,12,7800,4,2
2025-04-30,E002,1 GANG Switch (KEVILTON),Electrical,320,24,7680,4,2
2025-04-30,E003,LED 9W pin (GREEN),Electrical,575,21,12075,4,2
2025-04-30,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,4,2
2025-04-30,P002,Valve socket 1/2,Plumbing,40,19,760,4,2
2025-04-30,O001,Caltex 20W50,Oil,1200,5,6000,4,2
2025-05-01,E002,1 GANG Switch (KEVILTON),Electrical,320,11,3520,5,3
2025-05-01,E003,LED 9W pin (GREEN),Electrical,575,11,6325,5,3
2025-05-01,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,5,3
2025-05-01,P003,Elbow socket 1/2,Plumbing,40,11,440,5,3
2025-05-01,O001,Caltex 20W50,Oil,1200,4,4800,5,3
2025-05-02,E002,1 GANG Switch (KEVILTON),Electrical,320,21,6720,5,4
2025-05-02,E003,LED 9W pin (GREEN),Electrical,575,23,13225,5,4
2025-05-02,E004,MCB enclosure 18 way,Electrical,2800,2,5600,5,4
2025-05-02,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,5,4
2025-05-02,P002,Valve socket 1/2,Plumbing,40,7,280,5,4
2025-05-02,P003,Elbow socket 1/2,Plumbing,40,13,520,5,4
2025-05-03,E001,13A Plug base (ACL),Electrical,650,12,7800,5,5
2025-05-03,E002,1 GANG Switch (KEVILTON),Electrical,320,12,3840,5,5
2025-05-03,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,5,5
2025-05-03,P002,Valve socket 1/2,Plumbing,40,13,520,5,5
2025-05-03,P003,Elbow socket 1/2,Plumbing,40,5,200,5,5
2025-05-03,O001,Caltex 20W50,Oil,1200,1,1200,5,5
2025-05-04,E001,13A Plug base (ACL),Electrical,650,24,15600,5,6
2025-05-04,E003,LED 9W pin (GREEN),Electrical,575,15,8625,5,6
2025-05-04,E004,MCB enclosure 18 way,Electrical,2800,2,5600,5,6
2025-05-04,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,5,6
2025-05-04,P002,Valve socket 1/2,Plumbing,40,12,480,5,6
2025-05-04,P003,Elbow socket 1/2,Plumbing,40,18,720,5,6
2025-05-04,O001,Caltex 20W50,Oil,1200,3,3600,5,6
2025-05-05,E001,13A Plug base (ACL),Electrical,650,11,7150,5,0
2025-05-05,E002,1 GANG Switch (KEVILTON),Electrical,320,22,7040,5,0
2025-05-05,E003,LED 9W pin (GREEN),Electrical,575,24,13800,5,0
2025-05-05,E004,MCB enclosure 18 way,Electrical,2800,2,5600,5,0
2025-05-05,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,7,2310,5,0
2025-05-05,P002,Valve socket 1/2,Plumbing,40,20,800,5,0
2025-05-05,P003,Elbow socket 1/2,Plumbing,40,22,880,5,0
2025-05-05,O001,Caltex 20W50,Oil,1200,8,9600,5,0
2025-05-06,E003,LED 9W pin (GREEN),Electrical,575,10,5750,5,1
2025-05-06,E004,MCB enclosure 18 way,Electrical,2800,1,2800,5,1
2025-05-06,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,5,1
2025-05-06,P003,Elbow socket 1/2,Plumbing,40,24,960,5,1
2025-05-06,O001,Caltex 20W50,Oil,1200,7,8400,5,1
2025-05-07,E002,1 GANG Switch (KEVILTON),Electrical,320,13,4160,5,2
2025-05-07,E003,LED 9W pin (GREEN),Electrical,575,10,5750,5,2
2025-05-07,E004,MCB enclosure 18 way,Electrical,2800,1,2800,5,2
2025-05-07,P002,Valve socket 1/2,Plumbing,40,13,520,5,2
2025-05-07,O001,Caltex 20W50,Oil,1200,5,6000,5,2
2025-05-08,E001,13A Plug base (ACL),Electrical,650,25,16250,5,3
2025-05-08,E002,1 GANG Switch (KEVILTON),Electrical,320,23,7360,5,3
2025-05-08,E003,LED 9W pin (GREEN),Electrical,575,17,9775,5,3
2025-05-08,E004,MCB enclosure 18 way,Electrical,2800,2,5600,5,3
2025-05-08,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,5,3
2025-05-08,P003,Elbow socket 1/2,Plumbing,40,22,880,5,3
2025-05-08,O001,Caltex 20W50,Oil,1200,6,7200,5,3
2025-05-09,E001,13A Plug base (ACL),Electrical,650,6,3900,5,4
2025-05-09,E002,1 GANG Switch (KEVILTON),Electrical,320,5,1600,5,4
2025-05-09,E003,LED 9W pin (GREEN),Electrical,575,9,5175,5,4
2025-05-09,E004,MCB enclosure 18 way,Electrical,2800,1,2800,5,4
2025-05-09,P002,Valve socket 1/2,Plumbing,40,23,920,5,4
2025-05-09,P003,Elbow socket 1/2,Plumbing,40,20,800,5,4
2025-05-10,E001,13A Plug base (ACL),Electrical,650,12,7800,5,5
2025-05-10,E002,1 GANG Switch (KEVILTON),Electrical,320,16,5120,5,5
2025-05-10,E003,LED 9W pin (GREEN),Electrical,575,12,6900,5,5
2025-05-10,E004,MCB enclosure 18 way,Electrical,2800,1,2800,5,5
2025-05-10,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,7,2310,5,5
2025-05-10,P002,Valve socket 1/2,Plumbing,40,13,520,5,5
2025-05-10,P003,Elbow socket 1/2,Plumbing,40,20,800,5,5
2025-05-10,O001,Caltex 20W50,Oil,1200,2,2400,5,5
2025-05-11,E001,13A Plug base (ACL),Electrical,650,10,6500,5,6
2025-05-11,E002,1 GANG Switch (KEVILTON),Electrical,320,24,7680,5,6
2025-05-11,E003,LED 9W pin (GREEN),Electrical,575,17,9775,5,6
2025-05-11,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,5,6
2025-05-11,P002,Valve socket 1/2,Plumbing,40,22,880,5,6
2025-05-11,P003,Elbow socket 1/2,Plumbing,40,14,560,5,6
2025-05-12,E001,13A Plug base (ACL),Electrical,650,25,16250,5,0
2025-05-12,E002,1 GANG Switch (KEVILTON),Electrical,320,7,2240,5,0
2025-05-12,E003,LED 9W pin (GREEN),Electrical,575,6,3450,5,0
2025-05-12,E004,MCB enclosure 18 way,Electrical,2800,2,5600,5,0
2025-05-12,P002,Valve socket 1/2,Plumbing,40,6,240,5,0
2025-05-12,P003,Elbow socket 1/2,Plumbing,40,25,1000,5,0
2025-05-12,O001,Caltex 20W50,Oil,1200,2,2400,5,0
2025-05-13,E001,13A Plug base (ACL),Electrical,650,9,5850,5,1
2025-05-13,E003,LED 9W pin (GREEN),Electrical,575,14,8050,5,1
2025-05-13,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,5,1
2025-05-13,P002,Valve socket 1/2,Plumbing,40,5,200,5,1
2025-05-13,P003,Elbow socket 1/2,Plumbing,40,8,320,5,1
2025-05-13,O001,Caltex 20W50,Oil,1200,6,7200,5,1
2025-05-14,E002,1 GANG Switch (KEVILTON),Electrical,320,7,2240,5,2
2025-05-14,E003,LED 9W pin (GREEN),Electrical,575,8,4600,5,2
2025-05-14,P002,Valve socket 1/2,Plumbing,40,17,680,5,2
2025-05-14,P003,Elbow socket 1/2,Plumbing,40,17,680,5,2
2025-05-14,O001,Caltex 20W50,Oil,1200,2,2400,5,2
2025-05-15,E001,13A Plug base (ACL),Electrical,650,25,16250,5,3
2025-05-15,E002,1 GANG Switch (KEVILTON),Electrical,320,10,3200,5,3
2025-05-15,E003,LED 9W pin (GREEN),Electrical,575,11,6325,5,3
2025-05-15,E004,MCB enclosure 18 way,Electrical,2800,2,5600,5,3
2025-05-15,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,8,2640,5,3
2025-05-15,P003,Elbow socket 1/2,Plumbing,40,15,600,5,3
2025-05-15,O001,Caltex 20W50,Oil,1200,6,7200,5,3
2025-05-16,E001,13A Plug base (ACL),Electrical,650,5,3250,5,4
2025-05-16,E002,1 GANG Switch (KEVILTON),Electrical,320,21,6720,5,4
2025-05-16,E003,LED 9W pin (GREEN),Electrical,575,11,6325,5,4
2025-05-16,E004,MCB enclosure 18 way,Electrical,2800,1,2800,5,4
2025-05-16,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,5,4
2025-05-16,P002,Valve socket 1/2,Plumbing,40,12,480,5,4
2025-05-16,P003,Elbow socket 1/2,Plumbing,40,22,880,5,4
2025-05-16,O001,Caltex 20W50,Oil,1200,4,4800,5,4
2025-05-17,E001,13A Plug base (ACL),Electrical,650,12,7800,5,5
2025-05-17,E002,1 GANG Switch (KEVILTON),Electrical,320,9,2880,5,5
2025-05-17,E003,LED 9W pin (GREEN),Electrical,575,21,12075,5,5
2025-05-17,E004,MCB enclosure 18 way,Electrical,2800,2,5600,5,5
2025-05-17,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,5,5
2025-05-17,P002,Valve socket 1/2,Plumbing,40,17,680,5,5
2025-05-17,P003,Elbow socket 1/2,Plumbing,40,13,520,5,5
2025-05-17,O001,Caltex 20W50,Oil,1200,7,8400,5,5
2025-05-18,E001,13A Plug base (ACL),Electrical,650,15,9750,5,6
2025-05-18,E003,LED 9W pin (GREEN),Electrical,575,11,6325,5,6
2025-05-18,E004,MCB enclosure 18 way,Electrical,2800,2,5600,5,6
2025-05-18,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,7,2310,5,6
2025-05-18,P002,Valve socket 1/2,Plumbing,40,20,800,5,6
2025-05-18,P003,Elbow socket 1/2,Plumbing,40,15,600,5,6
2025-05-18,O001,Caltex 20W50,Oil,1200,2,2400,5,6
2025-05-19,E001,13A Plug base (ACL),Electrical,650,11,7150,5,0
2025-05-19,E002,1 GANG Switch (KEVILTON),Electrical,320,19,6080,5,0
2025-05-19,E003,LED 9W pin (GREEN),Electrical,575,10,5750,5,0
2025-05-19,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,5,0
2025-05-19,P002,Valve socket 1/2,Plumbing,40,21,840,5,0
2025-05-19,O001,Caltex 20W50,Oil,1200,3,3600,5,0
2025-05-20,E002,1 GANG Switch (KEVILTON),Electrical,320,18,5760,5,1
2025-05-20,E003,LED 9W pin (GREEN),Electrical,575,23,13225,5,1
2025-05-20,E004,MCB enclosure 18 way,Electrical,2800,1,2800,5,1
2025-05-20,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,5,1
2025-05-20,P002,Valve socket 1/2,Plumbing,40,21,840,5,1
2025-05-20,P003,Elbow socket 1/2,Plumbing,40,12,480,5,1
2025-05-20,O001,Caltex 20W50,Oil,1200,8,9600,5,1
2025-05-21,E001,13A Plug base (ACL),Electrical,650,7,4550,5,2
2025-05-21,E002,1 GANG Switch (KEVILTON),Electrical,320,14,4480,5,2
2025-05-21,E003,LED 9W pin (GREEN),Electrical,575,9,5175,5,2
2025-05-21,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,5,2
2025-05-21,P003,Elbow socket 1/2,Plumbing,40,22,880,5,2
2025-05-22,E001,13A Plug base (ACL),Electrical,650,12,7800,5,3
2025-05-22,E002,1 GANG Switch (KEVILTON),Electrical,320,6,1920,5,3
2025-05-22,E003,LED 9W pin (GREEN),Electrical,575,16,9200,5,3
2025-05-22,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,7,2310,5,3
2025-05-22,P002,Valve socket 1/2,Plumbing,40,22,880,5,3
2025-05-22,P003,Elbow socket 1/2,Plumbing,40,7,280,5,3
2025-05-22,O001,Caltex 20W50,Oil,1200,7,8400,5,3
2025-05-23,E001,13A Plug base (ACL),Electrical,650,15,9750,5,4
2025-05-23,E002,1 GANG Switch (KEVILTON),Electrical,320,5,1600,5,4
2025-05-23,E003,LED 9W pin (GREEN),Electrical,575,25,14375,5,4
2025-05-23,E004,MCB enclosure 18 way,Electrical,2800,2,5600,5,4
2025-05-23,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,5,4
2025-05-23,P002,Valve socket 1/2,Plumbing,40,8,320,5,4
2025-05-23,P003,Elbow socket 1/2,Plumbing,40,9,360,5,4
2025-05-23,O001,Caltex 20W50,Oil,1200,6,7200,5,4
2025-05-24,E002,1 GANG Switch (KEVILTON),Electrical,320,5,1600,5,5
2025-05-24,E004,MCB enclosure 18 way,Electrical,2800,1,2800,5,5
2025-05-24,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,5,5
2025-05-24,P002,Valve socket 1/2,Plumbing,40,12,480,5,5
2025-05-24,P003,Elbow socket 1/2,Plumbing,40,20,800,5,5
2025-05-24,O001,Caltex 20W50,Oil,1200,8,9600,5,5
2025-05-25,E001,13A Plug base (ACL),Electrical,650,25,16250,5,6
2025-05-25,E002,1 GANG Switch (KEVILTON),Electrical,320,19,6080,5,6
2025-05-25,E003,LED 9W pin (GREEN),Electrical,575,23,13225,5,6
2025-05-25,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,5,6
2025-05-25,P003,Elbow socket 1/2,Plumbing,40,7,280,5,6
2025-05-26,E001,13A Plug base (ACL),Electrical,650,13,8450,5,0
2025-05-26,E002,1 GANG Switch (KEVILTON),Electrical,320,22,7040,5,0
2025-05-26,E003,LED 9W pin (GREEN),Electrical,575,18,10350,5,0
2025-05-26,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,5,0
2025-05-26,P002,Valve socket 1/2,Plumbing,40,7,280,5,0
2025-05-26,P003,Elbow socket 1/2,Plumbing,40,18,720,5,0
2025-05-26,O001,Caltex 20W50,Oil,1200,1,1200,5,0
2025-05-27,E001,13A Plug base (ACL),Electrical,650,21,13650,5,1
2025-05-27,E002,1 GANG Switch (KEVILTON),Electrical,320,14,4480,5,1
2025-05-27,E003,LED 9W pin (GREEN),Electrical,575,20,11500,5,1
2025-05-27,E004,MCB enclosure 18 way,Electrical,2800,2,5600,5,1
2025-05-27,P002,Valve socket 1/2,Plumbing,40,16,640,5,1
2025-05-27,P003,Elbow socket 1/2,Plumbing,40,17,680,5,1
2025-05-27,O001,Caltex 20W50,Oil,1200,5,6000,5,1
2025-05-28,E001,13A Plug base (ACL),Electrical,650,23,14950,5,2
2025-05-28,E002,1 GANG Switch (KEVILTON),Electrical,320,14,4480,5,2
2025-05-28,E003,LED 9W pin (GREEN),Electrical,575,19,10925,5,2
2025-05-28,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,5,2
2025-05-28,P002,Valve socket 1/2,Plumbing,40,24,960,5,2
2025-05-28,P003,Elbow socket 1/2,Plumbing,40,10,400,5,2
2025-05-28,O001,Caltex 20W50,Oil,1200,4,4800,5,2
2025-05-29,E001,13A Plug base (ACL),Electrical,650,18,11700,5,3
2025-05-29,E003,LED 9W pin (GREEN),Electrical,575,21,12075,5,3
2025-05-29,E004,MCB enclosure 18 way,Electrical,2800,2,5600,5,3
2025-05-29,P002,Valve socket 1/2,Plumbing,40,18,720,5,3
2025-05-29,P003,Elbow socket 1/2,Plumbing,40,11,440,5,3
2025-05-29,O001,Caltex 20W50,Oil,1200,8,9600,5,3
2025-05-30,E001,13A Plug base (ACL),Electrical,650,6,3900,5,4
2025-05-30,E002,1 GANG Switch (KEVILTON),Electrical,320,15,4800,5,4
2025-05-30,E003,LED 9W pin (GREEN),Electrical,575,21,12075,5,4
2025-05-30,P002,Valve socket 1/2,Plumbing,40,15,600,5,4
2025-05-30,P003,Elbow socket 1/2,Plumbing,40,5,200,5,4
2025-05-30,O001,Caltex 20W50,Oil,1200,5,6000,5,4
2025-05-31,E002,1 GANG Switch (KEVILTON),Electrical,320,24,7680,5,5
2025-05-31,E003,LED 9W pin (GREEN),Electrical,575,10,5750,5,5
2025-05-31,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,5,5
2025-05-31,P002,Valve socket 1/2,Plumbing,40,23,920,5,5
2025-05-31,P003,Elbow socket 1/2,Plumbing,40,22,880,5,5
2025-05-31,O001,Caltex 20W50,Oil,1200,7,8400,5,5
2025-06-01,E001,13A Plug base (ACL),Electrical,650,23,14950,6,6
2025-06-01,E002,1 GANG Switch (KEVILTON),Electrical,320,24,7680,6,6
2025-06-01,E003,LED 9W pin (GREEN),Electrical,575,20,11500,6,6
2025-06-01,E004,MCB enclosure 18 way,Electrical,2800,1,2800,6,6
2025-06-01,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,6,6
2025-06-01,P002,Valve socket 1/2,Plumbing,40,25,1000,6,6
2025-06-01,P003,Elbow socket 1/2,Plumbing,40,5,200,6,6
2025-06-01,O001,Caltex 20W50,Oil,1200,5,6000,6,6
2025-06-02,E001,13A Plug base (ACL),Electrical,650,12,7800,6,0
2025-06-02,E002,1 GANG Switch (KEVILTON),Electrical,320,14,4480,6,0
2025-06-02,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,6,0
2025-06-02,P002,Valve socket 1/2,Plumbing,40,5,200,6,0
2025-06-02,P003,Elbow socket 1/2,Plumbing,40,22,880,6,0
2025-06-02,O001,Caltex 20W50,Oil,1200,5,6000,6,0
2025-06-03,E001,13A Plug base (ACL),Electrical,650,6,3900,6,1
2025-06-03,E002,1 GANG Switch (KEVILTON),Electrical,320,14,4480,6,1
2025-06-03,E004,MCB enclosure 18 way,Electrical,2800,2,5600,6,1
2025-06-03,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,6,1
2025-06-03,P002,Valve socket 1/2,Plumbing,40,15,600,6,1
2025-06-03,P003,Elbow socket 1/2,Plumbing,40,13,520,6,1
2025-06-04,E001,13A Plug base (ACL),Electrical,650,12,7800,6,2
2025-06-04,E002,1 GANG Switch (KEVILTON),Electrical,320,10,3200,6,2
2025-06-04,E003,LED 9W pin (GREEN),Electrical,575,18,10350,6,2
2025-06-04,E004,MCB enclosure 18 way,Electrical,2800,2,5600,6,2
2025-06-04,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,6,2
2025-06-04,P002,Valve socket 1/2,Plumbing,40,13,520,6,2
2025-06-04,P003,Elbow socket 1/2,Plumbing,40,22,880,6,2
2025-06-04,O001,Caltex 20W50,Oil,1200,8,9600,6,2
2025-06-05,E003,LED 9W pin (GREEN),Electrical,575,21,12075,6,3
2025-06-05,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,6,3
2025-06-05,P002,Valve socket 1/2,Plumbing,40,11,440,6,3
2025-06-05,P003,Elbow socket 1/2,Plumbing,40,15,600,6,3
2025-06-05,O001,Caltex 20W50,Oil,1200,4,4800,6,3
2025-06-06,E003,LED 9W pin (GREEN),Electrical,575,25,14375,6,4
2025-06-06,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,6,4
2025-06-06,P002,Valve socket 1/2,Plumbing,40,8,320,6,4
2025-06-06,P003,Elbow socket 1/2,Plumbing,40,24,960,6,4
2025-06-06,O001,Caltex 20W50,Oil,1200,7,8400,6,4
2025-06-07,E001,13A Plug base (ACL),Electrical,650,15,9750,6,5
2025-06-07,E002,1 GANG Switch (KEVILTON),Electrical,320,10,3200,6,5
2025-06-07,E003,LED 9W pin (GREEN),Electrical,575,8,4600,6,5
2025-06-07,E004,MCB enclosure 18 way,Electrical,2800,2,5600,6,5
2025-06-07,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,6,5
2025-06-07,P002,Valve socket 1/2,Plumbing,40,9,360,6,5
2025-06-07,P003,Elbow socket 1/2,Plumbing,40,10,400,6,5
2025-06-07,O001,Caltex 20W50,Oil,1200,5,6000,6,5
2025-06-08,E001,13A Plug base (ACL),Electrical,650,25,16250,6,6
2025-06-08,E002,1 GANG Switch (KEVILTON),Electrical,320,8,2560,6,6
2025-06-08,E003,LED 9W pin (GREEN),Electrical,575,11,6325,6,6
2025-06-08,E004,MCB enclosure 18 way,Electrical,2800,1,2800,6,6
2025-06-08,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,6,6
2025-06-08,P002,Valve socket 1/2,Plumbing,40,20,800,6,6
2025-06-08,P003,Elbow socket 1/2,Plumbing,40,12,480,6,6
2025-06-08,O001,Caltex 20W50,Oil,1200,4,4800,6,6
2025-06-09,E001,13A Plug base (ACL),Electrical,650,21,13650,6,0
2025-06-09,E003,LED 9W pin (GREEN),Electrical,575,19,10925,6,0
2025-06-09,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,6,0
2025-06-09,P002,Valve socket 1/2,Plumbing,40,17,680,6,0
2025-06-09,O001,Caltex 20W50,Oil,1200,8,9600,6,0
2025-06-10,E002,1 GANG Switch (KEVILTON),Electrical,320,9,2880,6,1
2025-06-10,E003,LED 9W pin (GREEN),Electrical,575,14,8050,6,1
2025-06-10,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,6,1
2025-06-10,P002,Valve socket 1/2,Plumbing,40,7,280,6,1
2025-06-10,P003,Elbow socket 1/2,Plumbing,40,7,280,6,1
2025-06-10,O001,Caltex 20W50,Oil,1200,4,4800,6,1
2025-06-11,E001,13A Plug base (ACL),Electrical,650,24,15600,6,2
2025-06-11,E002,1 GANG Switch (KEVILTON),Electrical,320,22,7040,6,2
2025-06-11,E003,LED 9W pin (GREEN),Electrical,575,20,11500,6,2
2025-06-11,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,7,2310,6,2
2025-06-11,P002,Valve socket 1/2,Plumbing,40,15,600,6,2
2025-06-11,P003,Elbow socket 1/2,Plumbing,40,7,280,6,2
2025-06-11,O001,Caltex 20W50,Oil,1200,1,1200,6,2
2025-06-12,E001,13A Plug base (ACL),Electrical,650,15,9750,6,3
2025-06-12,E002,1 GANG Switch (KEVILTON),Electrical,320,23,7360,6,3
2025-06-12,E003,LED 9W pin (GREEN),Electrical,575,6,3450,6,3
2025-06-12,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,8,2640,6,3
2025-06-12,P002,Valve socket 1/2,Plumbing,40,6,240,6,3
2025-06-12,O001,Caltex 20W50,Oil,1200,3,3600,6,3
2025-06-13,E001,13A Plug base (ACL),Electrical,650,5,3250,6,4
2025-06-13,E002,1 GANG Switch (KEVILTON),Electrical,320,20,6400,6,4
2025-06-13,E003,LED 9W pin (GREEN),Electrical,575,7,4025,6,4
2025-06-13,E004,MCB enclosure 18 way,Electrical,2800,1,2800,6,4
2025-06-13,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,6,4
2025-06-13,P002,Valve socket 1/2,Plumbing,40,17,680,6,4
2025-06-13,P003,Elbow socket 1/2,Plumbing,40,12,480,6,4
2025-06-14,E002,1 GANG Switch (KEVILTON),Electrical,320,9,2880,6,5
2025-06-14,E003,LED 9W pin (GREEN),Electrical,575,25,14375,6,5
2025-06-14,E004,MCB enclosure 18 way,Electrical,2800,1,2800,6,5
2025-06-14,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,7,2310,6,5
2025-06-14,P002,Valve socket 1/2,Plumbing,40,6,240,6,5
2025-06-14,P003,Elbow socket 1/2,Plumbing,40,12,480,6,5
2025-06-14,O001,Caltex 20W50,Oil,1200,7,8400,6,5
2025-06-15,E001,13A Plug base (ACL),Electrical,650,10,6500,6,6
2025-06-15,E002,1 GANG Switch (KEVILTON),Electrical,320,19,6080,6,6
2025-06-15,E004,MCB enclosure 18 way,Electrical,2800,2,5600,6,6
2025-06-15,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,6,6
2025-06-15,P002,Valve socket 1/2,Plumbing,40,10,400,6,6
